"10","Clementina DuBuque","False","ut cupiditate sequi aliquam fuga maiores"
"10","Clementina DuBuque","True","inventore saepe cumque et aut illum enim"
"10","Clementina DuBuque","True","omnis nulla eum aliquam distinctio"
"10","Clementina DuBuque","False","molestias modi perferendis perspiciatis"
"10","Clementina DuBuque","False","voluptates dignissimos sed doloribus animi quaerat aut"
"10","Clementina DuBuque","False","explicabo odio est et"
"10","Clementina DuBuque","False","consequuntur animi possimus"
"10","Clementina DuBuque","True","vel non beatae est"
"10","Clementina DuBuque","True","culpa eius et voluptatem et"
"10","Clementina DuBuque","True","accusamus sint iusto et voluptatem exercitationem"
"10","Clementina DuBuque","True","temporibus atque distinctio omnis eius impedit tempore molestias pariatur"
"10","Clementina DuBuque","False","ut quas possimus exercitationem sint voluptates"
"10","Clementina DuBuque","True","rerum debitis voluptatem qui eveniet tempora distinctio a"
"10","Clementina DuBuque","False","sed ut vero sit molestiae"
"10","Clementina DuBuque","True","rerum ex veniam mollitia voluptatibus pariatur"
"10","Clementina DuBuque","True","consequuntur aut ut fugit similique"
"10","Clementina DuBuque","True","dignissimos quo nobis earum saepe"
"10","Clementina DuBuque","True","quis eius est sint explicabo"
"10","Clementina DuBuque","True","numquam repellendus a magnam"
"10","Clementina DuBuque","False","ipsam aperiam voluptates qui"
