"3","Clementine Bauch","False","aliquid amet impedit consequatur aspernatur placeat eaque fugiat suscipit"
"3","Clementine Bauch","False","rerum perferendis error quia ut eveniet"
"3","Clementine Bauch","True","tempore ut sint quis recusandae"
"3","Clementine Bauch","True","cum debitis quis accusamus doloremque ipsa natus sapiente omnis"
"3","Clementine Bauch","False","velit soluta adipisci molestias reiciendis harum"
"3","Clementine Bauch","False","vel voluptatem repellat nihil placeat corporis"
"3","Clementine Bauch","False","nam qui rerum fugiat accusamus"
"3","Clementine Bauch","False","sit reprehenderit omnis quia"
"3","Clementine Bauch","False","ut necessitatibus aut maiores debitis officia blanditiis velit et"
"3","Clementine Bauch","True","cupiditate necessitatibus ullam aut quis dolor voluptate"
"3","Clementine Bauch","False","distinctio exercitationem ab doloribus"
"3","Clementine Bauch","False","nesciunt dolorum quis recusandae ad pariatur ratione"
"3","Clementine Bauch","False","qui labore est occaecati recusandae aliquid quam"
"3","Clementine Bauch","True","quis et est ut voluptate quam dolor"
"3","Clementine Bauch","True","voluptatum omnis minima qui occaecati provident nulla voluptatem ratione"
"3","Clementine Bauch","True","deleniti ea temporibus enim"
"3","Clementine Bauch","False","pariatur et magnam ea doloribus similique voluptatem rerum quia"
"3","Clementine Bauch","False","est dicta totam qui explicabo doloribus qui dignissimos"
"3","Clementine Bauch","False","perspiciatis velit id laborum placeat iusto et aliquam odio"
"3","Clementine Bauch","True","et sequi qui architecto ut adipisci"
